date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:58	16314/16314	---MCZ	200	added ('OK')	application/javascript	etag:W/%223fba-65b89a73-8f6071baf133a537;br%22	https://demo.themewinter.com/html/exhibz/js/jquery.jCounter.js	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/js/jquery.jCounter.js	(from https://demo.themewinter.com/html/exhibz/pricing.html)
17:00:58	20384/20384	---MCZ	200	added ('OK')	application/javascript	etag:W/%224fa0-66a518cb-a0452b88ed0b28fb;br%22	https://demo.themewinter.com/html/exhibz/js/jquery.magnific-popup.min.js	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/js/jquery.magnific-popup.min.js	(from https://demo.themewinter.com/html/exhibz/pricing.html)
17:00:59	42937/42937	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a7b9-66a51941-e8ab535e1776726f;br%22	https://demo.themewinter.com/html/exhibz/js/owl.carousel.min.js	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/js/owl.carousel.min.js	(from https://demo.themewinter.com/html/exhibz/pricing.html)
17:00:59	11265/11265	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c01-65b88465-a5a9a112e955bd7c;br%22	https://demo.themewinter.com/html/exhibz/js/wow.min.js	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/js/wow.min.js	(from https://demo.themewinter.com/html/exhibz/pricing.html)
17:00:59	106362/106362	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219f7a-65b89e2a-8b06c2e60ea826b;br%22	https://demo.themewinter.com/html/exhibz/js/isotope.pkgd.min.js	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/js/isotope.pkgd.min.js	(from https://demo.themewinter.com/html/exhibz/pricing.html)
17:01:00	11902/11902	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e7e-65b890f0-f4b4cdc0ae4ca8dc;br%22	https://demo.themewinter.com/html/exhibz/js/main.js	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/js/main.js	(from https://demo.themewinter.com/html/exhibz/pricing.html)
17:01:00	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-59241268-b7a540d8329239ed;;;%22	https://demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont3e6e.eot	(from https://demo.themewinter.com/html/exhibz/css/font-awesome.min.css)
17:01:01	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-59241268-b7a540d8329239ed;;;%22	https://demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont.eot?	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/fonts/fontawesome-webfontd41d.eot	(from https://demo.themewinter.com/html/exhibz/css/font-awesome.min.css)
17:01:01	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-59241268-fd505db2f4d93f05;;;%22	https://demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.themewinter.com/html/exhibz/css/font-awesome.min.css)
17:01:02	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-59241268-16615fd261ac6419;;;%22	https://demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont3e6e.woff	(from https://demo.themewinter.com/html/exhibz/css/font-awesome.min.css)
17:01:03	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22286ac-59241268-88249c4772a582ab;;;%22	https://demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.themewinter.com/html/exhibz/css/font-awesome.min.css)
17:01:03	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-59241268-3c9467ccce589601;br%22	https://demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/fonts/fontawesome-webfont3e6e.svg	(from https://demo.themewinter.com/html/exhibz/css/font-awesome.min.css)
17:01:04	1/1	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Aug%202024%2015:01:03%20GMT	https://demo.themewinter.com/html/exhibz/css/owl.video.play.png	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/css/owl.video.play.html	(from https://demo.themewinter.com/html/exhibz/css/owl.carousel.min.css)
17:01:04	169344/169344	---MCZ	200	added ('OK')	font/ttf	etag:W/%2229580-5be120c4-555ee58ec9ba1a0c;;;%22	https://demo.themewinter.com/html/exhibz/fonts/iconfont.ttf?ukrc8w	C:/Users/ycode/Desktop/n/https___demo.themewinter.com_html_exhibz_pricing.html/demo.themewinter.com/html/exhibz/fonts/iconfont3963.ttf	(from https://demo.themewinter.com/html/exhibz/css/xsIcon.css)
